fecha,tipo_recurso,plazo,afore,monto
2022-10-01,sb 75-79 promedio ponderado,5 años,banamex,4.7332
2022-11-01,sb 75-79 promedio ponderado,5 años,banamex,5.3473
2022-12-01,sb 75-79 promedio ponderado,5 años,banamex,5.5025
2023-01-01,sb 75-79 promedio ponderado,5 años,banamex,5.849
2023-02-01,sb 75-79 promedio ponderado,5 años,banamex,5.4622
2023-03-01,sb 75-79 promedio ponderado,5 años,banamex,5.8833
2023-04-01,sb 75-79 promedio ponderado,5 años,banamex,5.6003
2023-05-01,sb 75-79 promedio ponderado,5 años,banamex,5.7569
2023-06-01,sb 75-79 promedio ponderado,5 años,banamex,5.784
2023-07-01,sb 75-79 promedio ponderado,5 años,banamex,5.8721
2023-08-01,sb 75-79 promedio ponderado,5 años,banamex,5.2991
2023-09-01,sb 75-79 promedio ponderado,5 años,banamex,4.7431
2023-10-01,sb 75-79 promedio ponderado,5 años,banamex,5.5521
2023-11-01,sb 75-79 promedio ponderado,5 años,banamex,7.0742
2023-12-01,sb 75-79 promedio ponderado,5 años,banamex,7.6602
2024-01-01,sb 75-79 promedio ponderado,5 años,banamex,7.2322
2024-02-01,sb 75-79 promedio ponderado,5 años,banamex,7.026
2024-03-01,sb 75-79 promedio ponderado,5 años,banamex,6.7783
2024-04-01,sb 75-79 promedio ponderado,5 años,banamex,6.1058
2024-05-01,sb 75-79 promedio ponderado,5 años,banamex,6.3625
2024-06-01,sb 75-79 promedio ponderado,5 años,banamex,6.3563
2024-07-01,sb 75-79 promedio ponderado,5 años,banamex,6.5691
2024-08-01,sb 75-79 promedio ponderado,5 años,banamex,6.9985
2024-09-01,sb 75-79 promedio ponderado,5 años,banamex,7.3649
2024-10-01,sb 75-79 promedio ponderado,5 años,banamex,6.8019
2024-11-01,sb 75-79 promedio ponderado,5 años,banamex,6.8302
2024-12-01,sb 75-79 promedio ponderado,5 años,banamex,6.4643
2025-01-01,sb 75-79 promedio ponderado,5 años,banamex,6.7383
2025-02-01,sb 75-79 promedio ponderado,5 años,banamex,7.2854
2025-03-01,sb 75-79 promedio ponderado,5 años,banamex,9.0121
2025-04-01,sb 75-79 promedio ponderado,5 años,banamex,7.9231
2025-05-01,sb 75-79 promedio ponderado,5 años,banamex,7.6311
2025-06-01,sb 75-79 promedio ponderado,5 años,banamex,7.3481
2025-07-01,sb 75-79 promedio ponderado,5 años,banamex,7.0134
2025-08-01,sb 75-79 promedio ponderado,5 años,banamex,6.8724
2025-09-01,sb 75-79 promedio ponderado,5 años,banamex,7.5566
2025-10-01,sb 75-79 promedio ponderado,5 años,banamex,8.0751
2025-11-01,sb 75-79 promedio ponderado,5 años,banamex,7.1068
2025-12-01,sb 75-79 promedio ponderado,5 años,banamex,6.5724
2019-12-01,sb 75-79 promedio ponderado,5 años,coppel,6.0385
2020-01-01,sb 75-79 promedio ponderado,5 años,coppel,6.053
2020-02-01,sb 75-79 promedio ponderado,5 años,coppel,5.8884
2020-03-01,sb 75-79 promedio ponderado,5 años,coppel,5.5803
2020-04-01,sb 75-79 promedio ponderado,5 años,coppel,6.0353
2020-05-01,sb 75-79 promedio ponderado,5 años,coppel,6.3268
2020-06-01,sb 75-79 promedio ponderado,5 años,coppel,6.9811
2020-07-01,sb 75-79 promedio ponderado,5 años,coppel,6.9766
2020-08-01,sb 75-79 promedio ponderado,5 años,coppel,7.3491
2020-09-01,sb 75-79 promedio ponderado,5 años,coppel,7.3788
2020-10-01,sb 75-79 promedio ponderado,5 años,coppel,6.8757
2020-11-01,sb 75-79 promedio ponderado,5 años,coppel,7.5734
2020-12-01,sb 75-79 promedio ponderado,5 años,coppel,8.1316
2021-01-01,sb 75-79 promedio ponderado,5 años,coppel,8.3458
2021-02-01,sb 75-79 promedio ponderado,5 años,coppel,8.0753
2021-03-01,sb 75-79 promedio ponderado,5 años,coppel,7.4966
2021-04-01,sb 75-79 promedio ponderado,5 años,coppel,7.4894
2021-05-01,sb 75-79 promedio ponderado,5 años,coppel,7.7553
2021-06-01,sb 75-79 promedio ponderado,5 años,coppel,7.5048
2021-07-01,sb 75-79 promedio ponderado,5 años,coppel,6.9206
2021-08-01,sb 75-79 promedio ponderado,5 años,coppel,7.0585
2021-09-01,sb 75-79 promedio ponderado,5 años,coppel,6.8396
2021-10-01,sb 75-79 promedio ponderado,5 años,coppel,7.2642
2021-11-01,sb 75-79 promedio ponderado,5 años,coppel,7.7785
2021-12-01,sb 75-79 promedio ponderado,5 años,coppel,7.8024
2022-01-01,sb 75-79 promedio ponderado,5 años,coppel,7.2099
2022-02-01,sb 75-79 promedio ponderado,5 años,coppel,6.9787
2022-03-01,sb 75-79 promedio ponderado,5 años,coppel,6.6186
2022-04-01,sb 75-79 promedio ponderado,5 años,coppel,6.1329
2022-05-01,sb 75-79 promedio ponderado,5 años,coppel,5.9798
2022-06-01,sb 75-79 promedio ponderado,5 años,coppel,5.4692
2022-07-01,sb 75-79 promedio ponderado,5 años,coppel,5.738
2022-08-01,sb 75-79 promedio ponderado,5 años,coppel,5.2073
2022-09-01,sb 75-79 promedio ponderado,5 años,coppel,4.3599
2022-10-01,sb 75-79 promedio ponderado,5 años,coppel,4.7048
2022-11-01,sb 75-79 promedio ponderado,5 años,coppel,5.1193
2022-12-01,sb 75-79 promedio ponderado,5 años,coppel,5.2598
2023-01-01,sb 75-79 promedio ponderado,5 años,coppel,5.6987
2023-02-01,sb 75-79 promedio ponderado,5 años,coppel,5.4276
2023-03-01,sb 75-79 promedio ponderado,5 años,coppel,5.7342
2023-04-01,sb 75-79 promedio ponderado,5 años,coppel,5.4415
2023-05-01,sb 75-79 promedio ponderado,5 años,coppel,5.3873
2023-06-01,sb 75-79 promedio ponderado,5 años,coppel,5.2608
2023-07-01,sb 75-79 promedio ponderado,5 años,coppel,5.2545
2023-08-01,sb 75-79 promedio ponderado,5 años,coppel,4.84
2023-09-01,sb 75-79 promedio ponderado,5 años,coppel,4.5497
2023-10-01,sb 75-79 promedio ponderado,5 años,coppel,4.9875
2023-11-01,sb 75-79 promedio ponderado,5 años,coppel,6.2424
2023-12-01,sb 75-79 promedio ponderado,5 años,coppel,6.4695
2024-01-01,sb 75-79 promedio ponderado,5 años,coppel,6.5123
2024-02-01,sb 75-79 promedio ponderado,5 años,coppel,6.2996
2024-03-01,sb 75-79 promedio ponderado,5 años,coppel,5.9964
2024-04-01,sb 75-79 promedio ponderado,5 años,coppel,5.4775
2024-05-01,sb 75-79 promedio ponderado,5 años,coppel,5.6154
2024-06-01,sb 75-79 promedio ponderado,5 años,coppel,5.4006
2024-07-01,sb 75-79 promedio ponderado,5 años,coppel,5.6525
2024-08-01,sb 75-79 promedio ponderado,5 años,coppel,5.9691
2024-09-01,sb 75-79 promedio ponderado,5 años,coppel,6.1761
2024-10-01,sb 75-79 promedio ponderado,5 años,coppel,5.8521
2024-11-01,sb 75-79 promedio ponderado,5 años,coppel,5.8973
2024-12-01,sb 75-79 promedio ponderado,5 años,coppel,5.7096
2025-01-01,sb 75-79 promedio ponderado,5 años,coppel,5.8668
2025-02-01,sb 75-79 promedio ponderado,5 años,coppel,6.2072
2025-03-01,sb 75-79 promedio ponderado,5 años,coppel,6.7852
2025-04-01,sb 75-79 promedio ponderado,5 años,coppel,6.0046
2025-05-01,sb 75-79 promedio ponderado,5 años,coppel,6.1285
2025-06-01,sb 75-79 promedio ponderado,5 años,coppel,5.6345
2025-07-01,sb 75-79 promedio ponderado,5 años,coppel,5.5279
2025-08-01,sb 75-79 promedio ponderado,5 años,coppel,5.6421
2025-09-01,sb 75-79 promedio ponderado,5 años,coppel,6.0119
2025-10-01,sb 75-79 promedio ponderado,5 años,coppel,6.4911
2025-11-01,sb 75-79 promedio ponderado,5 años,coppel,6.0172
2025-12-01,sb 75-79 promedio ponderado,5 años,coppel,5.7146
2019-12-01,sb 75-79 promedio ponderado,5 años,inbursa,5.9202
2020-01-01,sb 75-79 promedio ponderado,5 años,inbursa,6.0769
2020-02-01,sb 75-79 promedio ponderado,5 años,inbursa,6.0562
2020-03-01,sb 75-79 promedio ponderado,5 años,inbursa,6.2384
2020-04-01,sb 75-79 promedio ponderado,5 años,inbursa,6.4428
2020-05-01,sb 75-79 promedio ponderado,5 años,inbursa,6.4649
2020-06-01,sb 75-79 promedio ponderado,5 años,inbursa,6.6739
2020-07-01,sb 75-79 promedio ponderado,5 años,inbursa,6.7473
2020-08-01,sb 75-79 promedio ponderado,5 años,inbursa,7.0166
2020-09-01,sb 75-79 promedio ponderado,5 años,inbursa,7.1515
2020-10-01,sb 75-79 promedio ponderado,5 años,inbursa,6.8247
2020-11-01,sb 75-79 promedio ponderado,5 años,inbursa,7.2983
2020-12-01,sb 75-79 promedio ponderado,5 años,inbursa,7.8343
2021-01-01,sb 75-79 promedio ponderado,5 años,inbursa,8.1248
2021-02-01,sb 75-79 promedio ponderado,5 años,inbursa,8.0703
2021-03-01,sb 75-79 promedio ponderado,5 años,inbursa,7.693
2021-04-01,sb 75-79 promedio ponderado,5 años,inbursa,7.7757
2021-05-01,sb 75-79 promedio ponderado,5 años,inbursa,7.8231
2021-06-01,sb 75-79 promedio ponderado,5 años,inbursa,7.6542
2021-07-01,sb 75-79 promedio ponderado,5 años,inbursa,7.6459
2021-08-01,sb 75-79 promedio ponderado,5 años,inbursa,7.7091
2021-09-01,sb 75-79 promedio ponderado,5 años,inbursa,7.6047
2021-10-01,sb 75-79 promedio ponderado,5 años,inbursa,7.7146
2021-11-01,sb 75-79 promedio ponderado,5 años,inbursa,7.5803
2021-12-01,sb 75-79 promedio ponderado,5 años,inbursa,7.4787
2022-01-01,sb 75-79 promedio ponderado,5 años,inbursa,7.1617
2022-02-01,sb 75-79 promedio ponderado,5 años,inbursa,7.1725
2022-03-01,sb 75-79 promedio ponderado,5 años,inbursa,7.3831
2022-04-01,sb 75-79 promedio ponderado,5 años,inbursa,6.9991
2022-05-01,sb 75-79 promedio ponderado,5 años,inbursa,7.2506
2022-06-01,sb 75-79 promedio ponderado,5 años,inbursa,6.9482
2022-07-01,sb 75-79 promedio ponderado,5 años,inbursa,6.9391
2022-08-01,sb 75-79 promedio ponderado,5 años,inbursa,6.5588
2022-09-01,sb 75-79 promedio ponderado,5 años,inbursa,6.0778
2022-10-01,sb 75-79 promedio ponderado,5 años,inbursa,6.219
2022-11-01,sb 75-79 promedio ponderado,5 años,inbursa,6.5087
2022-12-01,sb 75-79 promedio ponderado,5 años,inbursa,6.5302
2023-01-01,sb 75-79 promedio ponderado,5 años,inbursa,6.8567
2023-02-01,sb 75-79 promedio ponderado,5 años,inbursa,6.5508
2023-03-01,sb 75-79 promedio ponderado,5 años,inbursa,6.6305
2023-04-01,sb 75-79 promedio ponderado,5 años,inbursa,6.4492
2023-05-01,sb 75-79 promedio ponderado,5 años,inbursa,6.5986
2023-06-01,sb 75-79 promedio ponderado,5 años,inbursa,6.5808
2023-07-01,sb 75-79 promedio ponderado,5 años,inbursa,6.6063
2023-08-01,sb 75-79 promedio ponderado,5 años,inbursa,6.2912
2023-09-01,sb 75-79 promedio ponderado,5 años,inbursa,6.2245
2023-10-01,sb 75-79 promedio ponderado,5 años,inbursa,6.2033
2023-11-01,sb 75-79 promedio ponderado,5 años,inbursa,6.9754
2023-12-01,sb 75-79 promedio ponderado,5 años,inbursa,7.3039
2024-01-01,sb 75-79 promedio ponderado,5 años,inbursa,7.1435
2024-02-01,sb 75-79 promedio ponderado,5 años,inbursa,6.8656
2024-03-01,sb 75-79 promedio ponderado,5 años,inbursa,6.6169
2024-04-01,sb 75-79 promedio ponderado,5 años,inbursa,6.4317
2024-05-01,sb 75-79 promedio ponderado,5 años,inbursa,6.5271
2024-06-01,sb 75-79 promedio ponderado,5 años,inbursa,6.4675
2024-07-01,sb 75-79 promedio ponderado,5 años,inbursa,6.7848
2024-08-01,sb 75-79 promedio ponderado,5 años,inbursa,7.0432
2024-09-01,sb 75-79 promedio ponderado,5 años,inbursa,7.3416
2024-10-01,sb 75-79 promedio ponderado,5 años,inbursa,7.0639
2024-11-01,sb 75-79 promedio ponderado,5 años,inbursa,6.7871
2024-12-01,sb 75-79 promedio ponderado,5 años,inbursa,6.6105
2025-01-01,sb 75-79 promedio ponderado,5 años,inbursa,6.8388
2025-02-01,sb 75-79 promedio ponderado,5 años,inbursa,7.2304
2025-03-01,sb 75-79 promedio ponderado,5 años,inbursa,7.4568
2025-04-01,sb 75-79 promedio ponderado,5 años,inbursa,7.2301
2025-05-01,sb 75-79 promedio ponderado,5 años,inbursa,7.4605
2025-06-01,sb 75-79 promedio ponderado,5 años,inbursa,7.4227
2025-07-01,sb 75-79 promedio ponderado,5 años,inbursa,7.547
2025-08-01,sb 75-79 promedio ponderado,5 años,inbursa,7.6923
2025-09-01,sb 75-79 promedio ponderado,5 años,inbursa,8.0856
2025-10-01,sb 75-79 promedio ponderado,5 años,inbursa,8.482
2025-11-01,sb 75-79 promedio ponderado,5 años,inbursa,8.2497
2025-12-01,sb 75-79 promedio ponderado,5 años,inbursa,7.9765
2019-12-01,sb 75-79 promedio ponderado,5 años,invercap,3.7292
2020-01-01,sb 75-79 promedio ponderado,5 años,invercap,3.2889
2020-02-01,sb 75-79 promedio ponderado,5 años,invercap,3.139
2020-03-01,sb 75-79 promedio ponderado,5 años,invercap,2.9118
2020-04-01,sb 75-79 promedio ponderado,5 años,invercap,3.422
2020-05-01,sb 75-79 promedio ponderado,5 años,invercap,4.0341
2020-06-01,sb 75-79 promedio ponderado,5 años,invercap,4.7111
2020-07-01,sb 75-79 promedio ponderado,5 años,invercap,4.8101
2020-08-01,sb 75-79 promedio ponderado,5 años,invercap,5.3599
2020-09-01,sb 75-79 promedio ponderado,5 años,invercap,5.594
2020-10-01,sb 75-79 promedio ponderado,5 años,invercap,4.8594
2020-11-01,sb 75-79 promedio ponderado,5 años,invercap,5.5613
2020-12-01,sb 75-79 promedio ponderado,5 años,invercap,6.2761
2021-01-01,sb 75-79 promedio ponderado,5 años,invercap,6.7967
2021-02-01,sb 75-79 promedio ponderado,5 años,invercap,6.4684
2021-03-01,sb 75-79 promedio ponderado,5 años,invercap,5.7862
2021-04-01,sb 75-79 promedio ponderado,5 años,invercap,5.9256
2021-05-01,sb 75-79 promedio ponderado,5 años,invercap,6.268
2021-06-01,sb 75-79 promedio ponderado,5 años,invercap,5.9999
2021-07-01,sb 75-79 promedio ponderado,5 años,invercap,5.7819
2021-08-01,sb 75-79 promedio ponderado,5 años,invercap,5.8573
2021-09-01,sb 75-79 promedio ponderado,5 años,invercap,5.5387
2021-10-01,sb 75-79 promedio ponderado,5 años,invercap,6.1065
2021-11-01,sb 75-79 promedio ponderado,5 años,invercap,7.0582
2021-12-01,sb 75-79 promedio ponderado,5 años,invercap,7.3575
2022-01-01,sb 75-79 promedio ponderado,5 años,invercap,6.4946
2022-02-01,sb 75-79 promedio ponderado,5 años,invercap,6.2339
2022-03-01,sb 75-79 promedio ponderado,5 años,invercap,6.1063
2022-04-01,sb 75-79 promedio ponderado,5 años,invercap,5.4956
2022-05-01,sb 75-79 promedio ponderado,5 años,invercap,5.4428
2022-06-01,sb 75-79 promedio ponderado,5 años,invercap,4.6128
2022-07-01,sb 75-79 promedio ponderado,5 años,invercap,5.1309
2022-08-01,sb 75-79 promedio ponderado,5 años,invercap,4.6619
2022-09-01,sb 75-79 promedio ponderado,5 años,invercap,3.6653
2022-10-01,sb 75-79 promedio ponderado,5 años,invercap,3.9615
2022-11-01,sb 75-79 promedio ponderado,5 años,invercap,4.4704
2022-12-01,sb 75-79 promedio ponderado,5 años,invercap,4.6425
2023-01-01,sb 75-79 promedio ponderado,5 años,invercap,5.2255
2023-02-01,sb 75-79 promedio ponderado,5 años,invercap,4.7793
2023-03-01,sb 75-79 promedio ponderado,5 años,invercap,5.1807
2023-04-01,sb 75-79 promedio ponderado,5 años,invercap,4.9613
2023-05-01,sb 75-79 promedio ponderado,5 años,invercap,5.0378
2023-06-01,sb 75-79 promedio ponderado,5 años,invercap,5.0887
2023-07-01,sb 75-79 promedio ponderado,5 años,invercap,5.2289
2023-08-01,sb 75-79 promedio ponderado,5 años,invercap,4.7848
2023-09-01,sb 75-79 promedio ponderado,5 años,invercap,4.3895
2023-10-01,sb 75-79 promedio ponderado,5 años,invercap,5.0438
2023-11-01,sb 75-79 promedio ponderado,5 años,invercap,6.5648
2023-12-01,sb 75-79 promedio ponderado,5 años,invercap,6.9279
2024-01-01,sb 75-79 promedio ponderado,5 años,invercap,6.8714
2024-02-01,sb 75-79 promedio ponderado,5 años,invercap,6.7645
2024-03-01,sb 75-79 promedio ponderado,5 años,invercap,6.6433
2024-04-01,sb 75-79 promedio ponderado,5 años,invercap,6.0875
2024-05-01,sb 75-79 promedio ponderado,5 años,invercap,6.2509
2024-06-01,sb 75-79 promedio ponderado,5 años,invercap,6.322
2024-07-01,sb 75-79 promedio ponderado,5 años,invercap,6.5926
2024-08-01,sb 75-79 promedio ponderado,5 años,invercap,7.0081
2024-09-01,sb 75-79 promedio ponderado,5 años,invercap,7.3142
2024-10-01,sb 75-79 promedio ponderado,5 años,invercap,6.9229
2024-11-01,sb 75-79 promedio ponderado,5 años,invercap,7.0139
2024-12-01,sb 75-79 promedio ponderado,5 años,invercap,6.6829
2025-01-01,sb 75-79 promedio ponderado,5 años,invercap,7.0185
2025-02-01,sb 75-79 promedio ponderado,5 años,invercap,7.4919
2025-03-01,sb 75-79 promedio ponderado,5 años,invercap,8.2436
2025-04-01,sb 75-79 promedio ponderado,5 años,invercap,7.2482
2025-05-01,sb 75-79 promedio ponderado,5 años,invercap,7.2505
2025-06-01,sb 75-79 promedio ponderado,5 años,invercap,7.0143
2025-07-01,sb 75-79 promedio ponderado,5 años,invercap,6.9306
2025-08-01,sb 75-79 promedio ponderado,5 años,invercap,7.0258
2025-09-01,sb 75-79 promedio ponderado,5 años,invercap,7.5667
2025-10-01,sb 75-79 promedio ponderado,5 años,invercap,8.1659
2025-11-01,sb 75-79 promedio ponderado,5 años,invercap,7.5922
2025-12-01,sb 75-79 promedio ponderado,5 años,invercap,7.1983
2019-12-01,sb 75-79 promedio ponderado,5 años,pensionissste,4.9751
2020-01-01,sb 75-79 promedio ponderado,5 años,pensionissste,4.1846
2020-02-01,sb 75-79 promedio ponderado,5 años,pensionissste,4.5333
2020-03-01,sb 75-79 promedio ponderado,5 años,pensionissste,4.5877
2020-04-01,sb 75-79 promedio ponderado,5 años,pensionissste,4.9455
2020-05-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.2933
2020-06-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.861
2020-07-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.7901
2020-08-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.9697
2020-09-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.077
2020-10-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.5612
2020-11-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.0884
2020-12-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.5567
2021-01-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.6835
2021-02-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.5736
2021-03-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.9247
2021-04-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.9091
2021-05-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.502
2021-06-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.0344
2021-07-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.9235
2021-08-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.0197
2021-09-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.9795
2021-10-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.4768
2021-11-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.9983
2021-12-01,sb 75-79 promedio ponderado,5 años,pensionissste,8.4913
2022-01-01,sb 75-79 promedio ponderado,5 años,pensionissste,8.1619
2022-02-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.6936
2022-03-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.2531
2022-04-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.9558
2022-05-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.9831
2022-06-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.0208
2022-07-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.321
2022-08-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.9522
2022-09-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.3264
2022-10-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.8138
2022-11-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.0749
2022-12-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.3795
2023-01-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.6923
2023-02-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.4696
2023-03-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.5163
2023-04-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.3286
2023-05-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.4397
2023-06-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.42
2023-07-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.4604
2023-08-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.037
2023-09-01,sb 75-79 promedio ponderado,5 años,pensionissste,5.7472
2023-10-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.3391
2023-11-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.5288
2023-12-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.7634
2024-01-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.4697
2024-02-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.194
2024-03-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.8861
2024-04-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.4874
2024-05-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.522
2024-06-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.3025
2024-07-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.5382
2024-08-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.7585
2024-09-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.9761
2024-10-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.5804
2024-11-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.5991
2024-12-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.2524
2025-01-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.4994
2025-02-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.8825
2025-03-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.3383
2025-04-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.727
2025-05-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.8469
2025-06-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.491
2025-07-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.4683
2025-08-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.6037
2025-09-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.9799
2025-10-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.4581
2025-11-01,sb 75-79 promedio ponderado,5 años,pensionissste,7.0466
2025-12-01,sb 75-79 promedio ponderado,5 años,pensionissste,6.6844
2019-12-01,sb 75-79 promedio ponderado,5 años,principal,5.264
2020-01-01,sb 75-79 promedio ponderado,5 años,principal,5.1518
2020-02-01,sb 75-79 promedio ponderado,5 años,principal,4.9461
2020-03-01,sb 75-79 promedio ponderado,5 años,principal,4.5032
2020-04-01,sb 75-79 promedio ponderado,5 años,principal,5.2194
2020-05-01,sb 75-79 promedio ponderado,5 años,principal,5.6307
2020-06-01,sb 75-79 promedio ponderado,5 años,principal,6.2143
2020-07-01,sb 75-79 promedio ponderado,5 años,principal,6.3421
2020-08-01,sb 75-79 promedio ponderado,5 años,principal,6.786
2020-09-01,sb 75-79 promedio ponderado,5 años,principal,6.8228
2020-10-01,sb 75-79 promedio ponderado,5 años,principal,6.0502
2020-11-01,sb 75-79 promedio ponderado,5 años,principal,6.8341
2020-12-01,sb 75-79 promedio ponderado,5 años,principal,7.591
2021-01-01,sb 75-79 promedio ponderado,5 años,principal,8.2107
2021-02-01,sb 75-79 promedio ponderado,5 años,principal,7.8529
2021-03-01,sb 75-79 promedio ponderado,5 años,principal,7.2009
2021-04-01,sb 75-79 promedio ponderado,5 años,principal,7.384
2021-05-01,sb 75-79 promedio ponderado,5 años,principal,7.7287
2021-06-01,sb 75-79 promedio ponderado,5 años,principal,7.4546
2021-07-01,sb 75-79 promedio ponderado,5 años,principal,7.3544
2021-08-01,sb 75-79 promedio ponderado,5 años,principal,7.6279
2021-09-01,sb 75-79 promedio ponderado,5 años,principal,7.3355
2021-10-01,sb 75-79 promedio ponderado,5 años,principal,8.0511
2021-11-01,sb 75-79 promedio ponderado,5 años,principal,8.8892
2021-12-01,sb 75-79 promedio ponderado,5 años,principal,9.0201
2022-01-01,sb 75-79 promedio ponderado,5 años,principal,8.1175
2022-02-01,sb 75-79 promedio ponderado,5 años,principal,7.8679
2022-03-01,sb 75-79 promedio ponderado,5 años,principal,8.0136
2022-04-01,sb 75-79 promedio ponderado,5 años,principal,7.1956
2022-05-01,sb 75-79 promedio ponderado,5 años,principal,7.1274
2022-06-01,sb 75-79 promedio ponderado,5 años,principal,6.2668
2022-07-01,sb 75-79 promedio ponderado,5 años,principal,6.71
2022-08-01,sb 75-79 promedio ponderado,5 años,principal,6.304
2022-09-01,sb 75-79 promedio ponderado,5 años,principal,5.2439
2022-10-01,sb 75-79 promedio ponderado,5 años,principal,5.67
2022-11-01,sb 75-79 promedio ponderado,5 años,principal,6.0933
2022-12-01,sb 75-79 promedio ponderado,5 años,principal,6.1228
2023-01-01,sb 75-79 promedio ponderado,5 años,principal,6.6178
2023-02-01,sb 75-79 promedio ponderado,5 años,principal,6.2685
2023-03-01,sb 75-79 promedio ponderado,5 años,principal,6.6296
2023-04-01,sb 75-79 promedio ponderado,5 años,principal,6.3733
2023-05-01,sb 75-79 promedio ponderado,5 años,principal,6.3875
2023-06-01,sb 75-79 promedio ponderado,5 años,principal,6.4811
2023-07-01,sb 75-79 promedio ponderado,5 años,principal,6.6008
2023-08-01,sb 75-79 promedio ponderado,5 años,principal,5.9972
2023-09-01,sb 75-79 promedio ponderado,5 años,principal,5.5039
2023-10-01,sb 75-79 promedio ponderado,5 años,principal,6.0203
2023-11-01,sb 75-79 promedio ponderado,5 años,principal,7.294
2023-12-01,sb 75-79 promedio ponderado,5 años,principal,7.8145
2024-01-01,sb 75-79 promedio ponderado,5 años,principal,7.6256
2024-02-01,sb 75-79 promedio ponderado,5 años,principal,7.4785
2024-03-01,sb 75-79 promedio ponderado,5 años,principal,7.2447
2024-04-01,sb 75-79 promedio ponderado,5 años,principal,6.7162
2024-05-01,sb 75-79 promedio ponderado,5 años,principal,7.0079
2024-06-01,sb 75-79 promedio ponderado,5 años,principal,6.9106
2024-07-01,sb 75-79 promedio ponderado,5 años,principal,7.0846
2024-08-01,sb 75-79 promedio ponderado,5 años,principal,7.5591
2024-09-01,sb 75-79 promedio ponderado,5 años,principal,7.8154
2024-10-01,sb 75-79 promedio ponderado,5 años,principal,7.4533
2024-11-01,sb 75-79 promedio ponderado,5 años,principal,7.5103
2024-12-01,sb 75-79 promedio ponderado,5 años,principal,7.1136
2025-01-01,sb 75-79 promedio ponderado,5 años,principal,7.3836
2025-02-01,sb 75-79 promedio ponderado,5 años,principal,7.8356
2025-03-01,sb 75-79 promedio ponderado,5 años,principal,8.5829
